year,total_events,total_species,shannon,simpson,total_camera_days
2015.0,776,34,2.540490975906284,0.8726252789882027,32461
2016.0,1426,38,2.266932826966198,0.822662278777817,89519
2017.0,1082,36,2.2077191766834097,0.8219529111899986,69529
2018.0,1919,33,1.8778478773794895,0.7295276303637606,103896
2019.0,2258,38,1.5537427910179529,0.5772480251302131,88036
2020.0,2400,39,1.4887311055271495,0.5076225694444445,88290
